source,extraction_timestamp,title,addressLocality,addressRegion,description,datePosted,offer_number,employmentType,collective,occupationalCategory,workday,age,employmentSituation,driverLicense,educationRequirements,experienceRequirements,contactinformation,numberPositions,participants
1,2024-04-14 10:34:56,REPARTIDOR/A,Bedia,Bizkaia,"Se necesita repartidor/a para empresa ubicada en Bedia.  Funciones del puesto: asegurar la entrega de sus productos a los clientes del País Vasco en sus instalaciones y abastecer a sus tiendas situadas en Bizkaia y Gipuzkoa, así como dar apoyo al personal de almacén. Manipulación manual de cargas.  Competencias transversales: responsabilidad voluntariedad y espíritu de trabajo.  Requisitos: carnet de conducir tipo B  Se valorará el carnet de carretilla.",12/04/2024,162024003995,LABORAL TEMPORAL,,"MOZOS DE CARGA Y DESCARGA, ALMACÉN Y/O MERCADO DE ABASTOS",Nº de puestos: 1,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 3 meses,3 meses,,1,24
1,2024-04-14 10:34:56,ALMACENERO/A,Deba,Gipuzkoa,"Carga y descarga de camiones con carretilla elevadora, preparación de pedidos, recepción y colocación de pedidos, realizar inventarios y mantener el orden y limpieza del almacén. Imprescindible carnet de carretillero. Se valorará carnet de conducir B y euskera. Se ofrece contrato temporal, aproximadamente 6 meses, a jornada completa. Incorporación inmediata. La empresa está ubicada en Itziar.",12/04/2024,162024003994,LABORAL TEMPORAL,,TÉCNICOS EN GESTIÓN DE STOCKS Y/O ALMACÉN,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Conocimientos OTROS CONOCIMIENTOS OPERADOR-CONDUCTOR DE CARRETILLA ELEVADORA,,,2,5
1,2024-04-14 10:34:56,ASISTENTE DOMICILIARIO (REGIMEN INTERNO),Elduain,Gipuzkoa,"Se necesita personal a jornada completa para cocinar, limpiar la casa, arreglos y cuidar a una pareja. Es imprescindible: Certificado profesional y paciencia. Salario: según convenio. Se libraría los fines de semana.",12/04/2024,162024003987,LABORAL TEMPORAL,,ASISTENTES DOMICILIARIOS,,,,,,,,1,4
1,2024-04-14 10:34:56,ARCHIVERO/A,Balmaseda,Bizkaia,"Tareas relacionadas con el archivo municipal, como: Inventariar, catalogar y clasificar toda la documentación municipal que no haya sido tratada archivísticamente Mejorar el funcionamiento del Sistema de Archivo Propio Aplicación informática adecuada para el tratamiento archivístico de los documentos tanto en papel como electrónicos Etc. REQUISITOS IMPRESCINDIBLES: Se debe estar en posesión de alguno de los siguientes títulos universitarios: Grado en historia, Grado en Informática y Documentación, Diplomatura/grado en Biblioteconomía y Documentación O cualquier otro grado universitario relacionado con la archivística. Cumplir cualquiera de los requisitos establecidos en la convocatoria de Lanbide de Ayudas para la contratación de personas jóvenes(BOPV de 04-12-23). Estar en desempleo e inscrita en el sistema de Garantía Juvenil. Mayor de 16 y menor de 30 años. REQUISITOS A VALORAR: Nivel de euskera y Formación complementaria.",12/04/2024,162024003920,LABORAL TEMPORAL,,ARCHIVEROS,Nº de puestos: 1,Hasta 29 años,DESEMPLEADO-A,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: LICENCIATURA en historia GRADO en Historia GRADO en Información y Documentación DIPLOMATURA en biblioteconomía y documentación,,,1,3
1,2024-04-14 10:34:56,TECNIC@ SUPERIOR EN ORGANIZACIÓN Y ADMINISTRACIÓN DE EMPRESAS,Balmaseda,Bizkaia,"Un puesto de trabajo para Balmaseda realizando las funciones de apoyo en el diseño, puesto en marcha y coordinación de los nuevos proyectos transversales entre las diferentes áreas del Ayuntamiento. Requisitos imprescindibles: Se debe tener titulo universitario de Grado Administración y dirección empresas ó Grado Gestión de Negocios ó Grado en Derecho ó Grado en Economía ó cualquier otro grado relacionado con los anteriores. Tener el PLE3 Euskera. Estar en desempleo e inscrita en el SNGJ. Mayor de 16 y menor de 30 años. Cumplir cualquiera de los requisitos establecidos en la convocatoria de Lanbide para Ayudas para contratación de jóvenes (BOPV 04/12/2023). Se valorará tener formación complementaria.",12/04/2024,162024003919,LABORAL TEMPORAL,,"TÉCNICOS SUPERIORES EN ORGANIZACIÓN Y ADMINISTRACIÓN DE EMPRESAS, EN GENERAL",Nº de puestos: 1,Hasta 29 años,DESEMPLEADO-A,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: GRADO en Administración y Dirección de Empresas LICENCIATURA en administración y dirección de empresas GRADO en Gestión de Negocios LICENCIATURA en derecho GRADO en Derecho LICENCIATURA en economía GRADO en Economía,,,1,9
1,2024-04-14 10:34:56,ENVASADOR/A,Asparrena,Araba/Álava,"Funciones: elaboración y/o envasado de helados en máquina. Estuchado, marcado, precintado. embalado y envio a cámara. Imprescindible: ESO. A valorar: Formación grado o FP. Experiencia como operario de línea de al menos 1 años. Carné de carretilla elevadora en vigor. Experiencia al menos 1 año. Tipo de contrato: temporal (2meses) Trabajo a 3 turnos. Fecha incorporación: 2 de mayo. Salario mensual bruto aprox: 27.299,85¿/año",12/04/2024,162024003784,LABORAL TEMPORAL,,"PEONES DE LA INDUSTRIA DE LA ALIMENTACIÓN, BEBIDAS Y TABACO",,,,,Experiencia mínima: 1 año,1 año,,10,20
1,2024-04-14 10:34:56,FONTANERO/A - SOLDADOR/A,Abadiño,Bizkaia,Se precisa FONTANERO/A SOLDADOR/A para instalaciones industriales. Montaje de tubería industrial y soldadura. REQUISITOS: Se pide al menos 2 años de experiencia en tareas similares. Disponibilidad horaria para trabajar ocasionalmente en fin de semana. Permiso de conducir B1. Persona responsable y con buena actitud.,12/04/2024,162024002878,LABORAL TEMPORAL,,FONTANEROS,Nº de puestos: 1,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",EXPERIENCIA Ocupación: SOLDADORES DE TUBERÍAS Y RECIPIENTES DE ALTA PRESIÓN,,,1,10
1,2024-04-14 10:34:56,LIMPIADOR/A,Irun,Gipuzkoa,"Se busca persona para realizar tareas de limpieza de cristales, garajes, comunidades, oficinas y comercios. Será imprescindible tener experiencia previa mínima de 3 meses, ser una persona responsable, con compromiso y con carnet de conducir B. La jornada será completa de lunes a viernes. Se ofrece contrato laboral temporal de 3 a 6 meses. La incorporación será inmediata. El salario bruto mensual ascenderá a 1580,00 euros.",12/04/2024,162024002859,LABORAL TEMPORAL,,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 3 meses,3 meses,,1,13
1,2024-04-14 10:34:56,TEC. CONTABLE,Muskiz,Bizkaia,"¿ Gestión de contabilidad, nóminas, contratos y liquidación de impuestos: 303, 390, 115, 180, etc.. ¿ Manejo de algún programa de contabilidad y nóminas. ¿ contratos, nóminas, manejo del sistema red de la Seguridad Social, etc. ¿ Carrera universitaria o CFGS ¿ Gestión de contabilidad, nóminas, contratos y liquidación de impuestos: 303, 390, 115, 180, etc.. ¿ Manejo de algún programa de contabilidad y nóminas. ¿ Ofimática nivel alto (Word, Excel, power point, etc). ¿ Experiencia profesional en departamentos contables.",12/04/2024,162024002644,LABORAL TEMPORAL,,"TÉCNICOS SUPERIORES EN CONTABILIDAD Y/O FINANZAS, EN GENERAL",,,,,Experiencia mínima: 5 años,5 años,,1,7
1,2024-04-14 10:34:56,CLASIFICADOR/A Y PREPARADOR/A DE PRODUCTO TEXTIL,Mungia,Bizkaia,"Empresa de inserción precisa contratar personas para clasificar residuo textil (según estado, calidad, marca y tendencia), emperchar, etiquetar y valorar prendas para su posterior reutilización y venta. IMPRESCINDIBLE: estar en desempleo, experiencia en el puesto ( industria y/o comercio textil...) y estar en disposición de suscribir un contrato de fomento de empleo para empresas de inserción por pertenencia a alguno de los colectivos especificados en la Ley 44/2007 de 13 de diciembre(código 452), con las ampliaciones contenidas en el Decreto 162/2023, de 31 de octubre. A VALORAR: vehiculo propio. SE OFRECE: contrato de un año de duración, a jornada completa en horario de mañana (5: 45-13:45 h) o de tarde (13:45-21:45 h). SALARIO: 1180 euros brutos aprox. en 14 pagas",12/04/2024,162024002116,LABORAL TEMPORAL,,PEONES DE LA INDUSTRIA TEXTIL,,,DESEMPLEADO-A,,Experiencia mínima: 1 mes,1 mes,,7,29
1,2024-04-14 10:34:56,CONDUCTOR/A TRAILER,Irun,Gipuzkoa,"Se necesitan conductores de trailer basculante para rutas País Vasco/Francia. Imprescindible: CAP mercancías, carnet de conducir C+E, tarjeta tacógrafo digital. A valorar tener coche o moto. Tipo de contrato indefinido, incorporación inmediata.",12/04/2024,162024000422,LABORAL INDEFINIDO,,CONDUCTORES-OPERADORES DE CAMIÓN VOLQUETE,,,,"C+E-AUTOMÓVIL CLASE C, CON REMOLQUE > 750 KG",Conocimientos OTROS CONOCIMIENTOS Carnet: TARJETA CUALIFICACIÓN DEL CONDUCTOR (CAP MERCANCÍAS) Carnet: TARJETA DE CONDUCTOR (TACÓGRAFO DIGITAL),,,2,2
1,2024-04-14 10:34:56,PEÓN,Barrundia,Araba/Álava,Desempeñará labores de montaje de componentes y producto final. Imprescindible: permiso de conducir B y vehículo propio. Disponibilidad inmediata. Duración del contrato: 2 meses Salario: según convenio química Tipo de jornada: completa de 6h a 14h de lunes a viernes.,11/04/2024,162024003986,LABORAL TEMPORAL,,PEONES DE LA INDUSTRIA QUÍMICA,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",,,,1,12
1,2024-04-14 10:34:56,AYUDANTE DE COCINA,Lekeitio,Bizkaia,ATENCION Y APOYO A LA COCINA EN EL TRINKETE ATERPETXEA Y EN TRINKETE TABERNA. IMPRESCINDIBLE: SUSCEPTIBLE DE TENER UN CONTRATO DE INSERCION LABORAL. SE VALORARA: FORMACION EN EL AMBITO Y EXPERIENCIA EN PUESTO SIMILAR,11/04/2024,162024003985,LABORAL TEMPORAL,,PINCHES DE COCINA,,,,,,,,1,8
1,2024-04-14 10:34:56,PEÓN/A DE JARDINERÍA(OPERARIO/A SERVICIOS MULTIPLES),Trucios-Turtzioz,Bizkaia,"Se ofrecen 2 puestos de trabajo de peón para Trucios con los siguientes requisitos imprescindibles: Experiencia mínima de 1 año en jardinería, limpieza, desbroce de caminos, conocimiento de maquinaria forestal, con carnet de conducir B1. Se valorara tener experiencia profesional en puesto similar y formación complementaria. Se ofrece jornada completa de 8:00 a 15:00",11/04/2024,162024003984,LABORAL TEMPORAL,,"PEONES DE HORTICULTURA, JARDINERÍA",Duración: 6 meses,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 1 año,1 año,,2,20
1,2024-04-14 10:34:56,MECANICO AUTOMOCION,Olaberria,Gipuzkoa,Buscamos MECÁNICO AUTOMOCIÓN que quiera superarse ante los retos de los nuevos motores y características de los vehículos. Que sea capaz de realizar diagnósticos y que tenga la experiencia para realizar reparaciones de cierta complejidad siempre con el más alto estándar de calidad. Imprescindible:  Voluntad de superación continua tanto profesional como personal  Gusto por el trabajo en equipo · Conocimientos y experiencia como mecánico  Certificado de discapacidad mínima 33%  Imprescindible: Carnet de conducir Se valorarán nociones de Informática. Contrato indefinido y jornada partida. Salario aproximado: 27.000 + primas,11/04/2024,162024003981,LABORAL INDEFINIDO,Discapacitados/as,"MECÁNICOS-AJUSTADORES DEL AUTOMÓVIL, EN GENERAL (TURISMOS Y FURGONETAS)",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 1 mes,1 mes,,1,0
1,2024-04-14 10:34:56,PLANCHADOR-A INDUSTRIAL,Durango,Bizkaia,Para empresa del Duranguesado se necesita planchador planchadora industrial con experiencia.,11/04/2024,162024003980,LABORAL TEMPORAL,,OPERADORES DE MÁQUINAS PLANCHADORAS DE PRENDAS (LAVANDERÍA Y SIMILARES),,,,,Experiencia mínima: 6 meses,6 meses,,1,4
1,2024-04-14 10:34:56,ANIMADOR DE HOTEL,Zestoa,Gipuzkoa,Planificar y ejecutar programa de animación del hotel.  Requisitos imprescindibles: Disponibilidad inmediata.  Requisitos valorables: Experiencia demostrable,11/04/2024,162024003979,LABORAL TEMPORAL,,ANIMADORES TURÍSTICOS,,,,,,,,1,6
1,2024-04-14 10:34:56,GEROCULTOR/A,Zuia,Araba/Álava,Se precisa personal con titulación oficial para la atención de usuarios/as en residencia de personas mayores  REQUISITOS OBLIGATORIOS   Titulación Oficial  REQUISTOS VALORABLES   Euskera  Experiencia previa  SE OFRECE   Contrato indefinido  Jornada completa  incorporación inmediata,11/04/2024,162024003978,LABORAL INDEFINIDO,,"CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES",Nº de puestos: 1,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Certificado profesionalidad SSCS0208 - ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES TÉCNICO cuidados auxiliares de enfermería,,,1,3
1,2024-04-14 10:34:56,REPARTIDOR/A,Amurrio,Araba/Álava,Para reparto en furgoneta por la zona de Aiara. Contrato parcial de 6 horas al día. Incorporación inmediata,11/04/2024,162024003977,LABORAL TEMPORAL,,"CONDUCTORES DE FURGONETA, HASTA 3,5 T.",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 1 año,1 año,,1,16
1,2024-04-14 10:34:56,GEROCULTOR/A,Elburgo/Burguelu,Araba/Álava,"Residencia de personas mayores necesita gerocultor/a para tareas propias del puesto Imprescindible: Carnet B1. Vehículo Titulación Contrato indefinido a jornada completa ( Turnos de mañana, tarde y noche) Incorporación inmediata",11/04/2024,162024003976,LABORAL INDEFINIDO,,AUXILIARES DE ENFERMERÍA DE GERIATRÍA,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Certificado profesionalidad SSCS0208 - ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES TÉCNICO en Atención a Personas en Situación de Dependencia TÉCNICO cuidados auxiliares de enfermería,,,1,1
1,2024-04-14 10:34:56,COCINERO/A,Donostia/San Sebastián,Gipuzkoa,"SE PRECISA Cocinero para restaurante asiático en Donostia. REQUISITOS IMPRESCINDIBLES: experiencia mínima de 12 meses. SE VALORARA: Nivel alto de conocimiento de cocina vietnamita Nivel medio de conocimiento de cocina vasca conocimientos de lengua vietnamita. SE OFRECE contrato jornada completa, de 12:00 a 16:00 20:00 a 23:00 sueldo bruto aproximado 1500 Euros brutos incorporación inmediata.",11/04/2024,162024003975,LABORAL INDEFINIDO,,"COCINEROS, EN GENERAL",,,,,Experiencia mínima: 1 año,1 año,,1,0
1,2024-04-14 10:34:56,HERRERO/A,Etxebarri,Bizkaia,Empresa de Etxebarri precisa cubrir tres puestos de herrero/a para su incorporación inmediata.  FUNCIONES Fabricación o montaje de estructuras metálicas o colocación y reparación de persianas y puertas metálicas.  REQUISITOS IMPRESCINDIBLES Experiencia como herrero/a de al menos un año.  REQUISITOS A VALORAR Haber realizado el curso de prevención de riesgos laborales.,11/04/2024,162024003973,LABORAL INDEFINIDO,,"HERREROS FORJADORES, EN GENERAL",Nº de puestos: 3,,,,,,,3,6
1,2024-04-14 10:34:56,AGENTE DE TURISMO,Errenteria,Gipuzkoa,"Para trabajar en la oficina de información del espacio natural Listorreta-Barrengoloia. Apoyo administrativo al Director y Técnico del Departamento y atención a las Oficinas de Turismo. Requisitos imprescindibles: Formación: Prioridad a estudios en información turística, gestión comercial o módulo superior similar o Diplomatura/Grado en turismo. Experiencia de 3 meses en puesto similar. Idiomas: euskera C1, inglés y francés medio. Carnet B. Jornada de 37 horas/semana: Del 31 de mayo al 15 de septiembre J (8:30-14:00)/V-S-D y festivos (8:30-14:00-15:00-18:30) Del 16 al 30 de septiembre L (9-13.30) /J (8:30-14:00)/V-S-D y festivos (8:30-14:00-15:00-18:30). Salario 2160.59 brutos/mes x 14 pagas",11/04/2024,162024003972,LABORAL TEMPORAL,,TÉCNICOS DE INFORMACIÓN TURÍSTICA,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 3 meses,3 meses,,1,6
1,2024-04-14 10:34:56,DOCENTE CERTIFICADO DE PROFESIONALIDAD ACTIVIDADES ADMINISTRATIVAS EN LA RELACION CON EL CLIENTE,Zumarraga,Gipuzkoa,"Se requiere: Titulación académica: Titulación de Grado Superior o Universitaria relacionada con Administración y Gestión de Informática y comunicaciones. · Experiencia laboral: de 2 años en el ámbito. · Competencia docente: necesario cumplir al menos uno de estos tres requisitos: o Certificado de Profesionalidad de Formador Ocupacional, CAP, Máster en Formación del Profesorado de Secundaria. o Licenciatura en Pedagogía, Psicopedagogía o de Maestro en cualquiera de sus especialidades.",11/04/2024,162024003971,LABORAL TEMPORAL,,PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (ADMINISTRACIÓN Y GESTIÓN),,,,,"NIVELES FORMATIVOS REQUERIDOS Desde Enseñanzas de grado superior de formación profesional específica y equivalentes, artes plásticas y diseño, y deportivas. Hasta ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER",,,1,10
1,2024-04-14 10:34:56,AYUDA DOMICILIARIA,Ordizia,Gipuzkoa,"TAREAS: ayuda en el mantenimiento del hogar.  IMPRESCINDIBLE: titulación certificado de profesionalidad en domicilio o equivalente, disponibilidad horario media jornada, habilidades y aptitudes para el puesto.  VALORABLE: vehículo propio e idiomas castellano y euskera.  OFRECEN: contrato temporal fin de obra, salario según convenio.",11/04/2024,162024003969,LABORAL TEMPORAL,,ASISTENTES DOMICILIARIOS,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Certificado profesionalidad SSCS0108 - ATENCIÓN SOCIOSANITARIA A PERSONAS EN EL DOMICILIO Certificado profesionalidad SSCS0208 - ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES TÉCNICO en Atención a Personas en Situación de Dependencia TÉCNICO cuidados auxiliares de enfermería,,,1,3
1,2024-04-14 10:34:56,DOCENTE CP ATENCION SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,Zumarraga,Gipuzkoa,"Deberá impartir el Certificado de Profesionalidad SSCSA208 ATENCION SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES. Se requiere: Titulación académica (cualquiera de las siguientes): Psicología, Medicina, Terapia Ocupacional, Trabajo Social, Enfermería, Técnico Superior en Integración Social o Certificado de Profesionalidad de nivel 3 de la familia profesional: Servicios socioculturales y a la comunidad en el área de asistencia social. · Experiencia laboral: de 1 a 3 años (dependiendo de la titulación que presente) en el sector sociosanitario. · Competencia docente: necesario cumplir al menos uno de estos tres requisitos: o Certificado de Profesionalidad de Formador Ocupacional, CAP, Máster en Formación del Profesorado de Secundaria. o Licenciatura en Pedagogía, Psicopedagogía o de Maestro en cualquiera de sus especialidades.",11/04/2024,162024003968,LABORAL TEMPORAL,,PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (SANIDAD),,,,,"NIVELES FORMATIVOS REQUERIDOS Desde Enseñanzas de grado superior de formación profesional específica y equivalentes, artes plásticas y diseño, y deportivas. Hasta ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER",,,1,25
